Autor,ML o DL,Algoritmo Nombre,Algoritmo,Arquitectura,Pais de estudio,Región de estudio,Fuente de datos,Nombre Metrica,Metrica de evaluacion,Repositorio,Source Category,Source type,Product,Feature name,Temporal res.,Spatial res.,Output deseado,Link repository
,,,,,,,,,,,Meteorological,,Weather station,Wind direction,Daily,--,,
,,,,,,,,,,,Remote sensing,,MODIS,NDVI,16 days,250 m,,
,,,,,,,,,,,Topograhic,,ESA,Land cover,Annually,300 m,,
,,,,,,,,,,,Topograhic,,SRTM,DEM,Constant,30 m,,
,,,,,,,,,,,Topograhic,,SRTM,Slope,Constant,30 m,,
,,,,,,,,,,,Topograhic,,SRTM,Aspect,Constant,30 m,,
Masoudian et al - 2024,ML,Decision Tree (DT),DT,No,Iran,Iran,fire mask with a 1000-m spatial resolution derived from MODIS observations,Area Under the Curve (AUC),AUC,No,Topograhic,Topographic Parameters,SRTM,DEM (SRTM DEM),Static,30 m,The models predict wildfire susceptibility and generate a wildfire susceptibility map.,
,,Random Forest (RF),RF,,,,,F1-score,F1,,Topograhic,Topographic Parameters,SRTM,Slope (SRTM Slope),Static,30 m,,
,,Support Vector Machine (SVM),SVM,,,,,Recall,REC,,Topograhic,Topographic Parameters,SRTM,Aspect (SRTM Aspect),Static,30 m,,
,,K-Nearest Neighbors (KNN),KNN,,,,,Precision,PREC,,Remote sensing,Vegetation Parameters,VIIRS,EVI (EVI VIIRS),16 Days,500 m,,
,,XGBoost,XGBoost,,,,,Accuracy,ACC,,Remote sensing,Vegetation Parameters,VIIRS,NDVI (NDVI VIIRS),16 Days,500 m,,
,,Gradient Boosting Tree (GBT),GBT,,,,,,,,Meteorological,Climatic Parameters,ERA5,Precipitation (ERA5 Precipitation),Daily,"11,132 m",,
,,,,,,,,,,,Meteorological,Climatic Parameters,FLDAS,Temperature (FLDAS Temp),Monthly,"11,132 m",,
,,,,,,,,,,,Meteorological,Climatic Parameters,FLDAS,Humidity (FLDAS Humidity),Monthly,"11,132 m",,
,,,,,,,,,,,Meteorological,Climatic Parameters,FLDAS,Wind Speed (FLDAS Wind),Monthly,"11,132 m",,
,,,,,,,,,,,Meteorological,Climatic Parameters,MODIS,Evapotranspiration,8 Days,500 m,,
,,,,,,,,,,,Remote sensing,Climatic Parameters,MODIS,Land Surface Temperature (MODIS LST),Daily,1000 m,,
,,,,,,,,,,,Remote sensing,Climatic Parameters,MODIS,Land Cover Type (MODIS Land Cover),Yearly,500 m,,
,,,,,,,,,,,Remote sensing,Climatic Parameters,SMAP,Soil Moisture (SMAP Soil Moisture),3 Days,"10,000 m",,
,,,,,,,,,,,Topograhic,Anthropogenic Parameters,Overpass Turbo,Major Road Euclidean Distance (Major Road Euc),Static,–,,
,,,,,,,,,,,Topograhic,Anthropogenic Parameters,Overpass Turbo,All Road Euclidean Distance (All Road Euc),Static,–,,
,,,,,,,,,,,Topograhic,Anthropogenic Parameters,Overpass Turbo,Population Center Euclidean Distance (Population Euc),Static,–,,
,,,,,,,,,,,Topograhic,Anthropogenic Parameters,Overpass Turbo,Power Line Euclidean Distance (Power Line Euc),Static,–,,
,,,,,,,,,,,Topograhic,Anthropogenic Parameters,Overpass Turbo,Population Density,Static,–,,
,,,,,,,,,,,Remote sensing,Target Parameters,MODIS Terra Thermal,Fire Mask,Daily,1000 m,,
McNorton - 2024 ,ML,Random Forest (RF),RF,No,Global,Global,MODIS Collection 6 and 6.1 Active Fire Dataset (2010-2014),Área bajo la curva ROC (AUC),AUC,No,Meteorological,,,2m Dewpoint Temperature,,9km,"The models predict the probability of fire (PoF) occurrence for each ~9 km grid cell on a given day, with forecasts ranging from 1 to 30 days in advance.",
,,Extreme Gradient Boosting (XGBoost),XGBoost,,,,,Curva de confiabilidad,Curva de confiabilidad,,Meteorological,,,Precipitation,,9km,,
,,,,,,,,,,,Meteorological,,,LAI High Vegetation,,9km,,
,,,,,,,,,,,Meteorological,,,High Vegetation Type,,9km,,
,,,,,,,,,,,Meteorological,,,2m Temperature,,9km,,
,,,,,,,,,,,Meteorological,,,Live Wood Load,,9km,,
,,,,,,,,,,,Meteorological,,,LAI Low Vegetation,,9km,,
,,,,,,,,,,,Meteorological,,,Low Vegetation Type,,9km,,
,,,,,,,,,,,Topograhic,,,Dead Wood Moisture Content,,9km,,
,,,,,,,,,,,Topograhic,,,Dead Wood Load,,9km,,
,,,,,,,,,,,Topograhic,,,Dead Foliage Moisture Content,,9km,,
,,,,,,,,,,,Topograhic,,,Orography,,9km,,
,,,,,,,,,,,Topograhic,,,Urban Cover,,9km,,
,,,,,,,,,,,Topograhic,,,Live Moisture Content,,9km,,
,,,,,,,,,,,Topograhic,,,Live Leaf Load,,9km,,
,,,,,,,,,,,Topograhic,,,Dead Foliage Load,,9km,,
,,,,,,,,,,,Meteorological,,,Wind Speed,,9km,,
Mishra et al - 2024,ML,Support Vector Machine (SVM) ,SVM,No,India,"Estado de Odisha, India",MODIS active fire point data,ROC (Receiver Operating Characteristic),ROC,No,Remote sensing,,FIRMS,Active fires (point data),,30m,Mapa de susceptibilidad a incendios forestales,
,,Random Forest (RF),RF,,,,,TPR (True Positive Rate o Sensitivity),TPR,,Topograhic,,SRTM DEM,"Elevation, slope, TWI",,30m,,
,,,,,,,,TNR (True Negative Rate o Specificity),TNR,,Remote sensing,,Landsat-8,"NDVI, NDMI",,30m,,
,,,,,,,,FPR (False Positive Rate),FPR,,Meteorological,,The POWER Project NASA,Climatic data,,30m,,
,,,,,,,,FNR (False Negative Rate),FNR,,Meteorological,,TerraClimate,PDSI,,30m,,
,,,,,,,,PPV (Positive Predictive Value o Precision),PPV,,Remote sensing,,MODIS (‘MOD11A1.061’ and ‘MOD17A2H.061’ products),LST and GPP,,30m,,
,,,,,,,,NPV (Negative Predictive Value),NPV,,Socio economic,,Global-PET,PET,,30m,,
,,,,,,,,Efficiency,Efficiency,,Socio economic,,DivaGIS,Road and railway,,30m,,
,,,,,,,,,,,Socio economic,,ESRI LULC,"LULC, Settlement, and Agriculture",,30m,,
Mofokeng et al - 2024,ML,Frequency Ratio (FR),Frequency Ratio (FreqRat),No,South Africa,"Golden Gate Highlands National Park (GGHNP), Free State Province, South Africa",Visible Infrared Imaging Radiometer Suite (VIIRS),Area under the Receiver Operating Characteristic Curve (ROC/AUC),AUC,No,Remote sensing,Fire,VIIRS-NPP,Fire Points,,350 m,"Fire danger map classified into five classes (Insignificant, Low, Moderate, High, Extremely High)",
,,Weight of Evidence (WoE) ,WoE,,,,,,,,Topograhic,Topographic,DEM,Elevation (m),,30 m,,
,,Logistic Regression (LR),LR,,,,,,,,Topograhic,Topographic,DEM,Aspect (degrees),,30 m,,
,,Decision Tree (DT),DT,,,,,,,,Topograhic,Topographic,DEM,Slope,,30 m,,
,,Random Forest (RF),RF,,,,,,,,Topograhic,Topographic,DEM,Topographic Position Index (TPI),,30 m,,
,,Support Vector Machine (SVM),SVM,,,,,,,,Topograhic,Topographic,DEM,Topographic Ruggedness Index (TRI),,30 m,,
,,,,,,,,,,,Topograhic,Topographic,DEM,Topographic Wetness Index (TWI),,30 m,,
,,,,,,,,,,,Remote sensing,Fuel,MOD09A1; Sentinel-2,Grass Curing Index (GCI),,500 m / 10 m,,
,,,,,,,,,,,Remote sensing,Fuel,MOD09A1; Sentinel-2,Global Vegetation Moisture Index (GVMI),,500 m / 10 m,,
,,,,,,,,,,,Remote sensing,Fuel,MOD09A1; Sentinel-2,Vegetation Condition Index (VCI),,500 m / 10 m,,
,,,,,,,,,,,Remote sensing,Fuel,DEM,Proximity from River (prox_river) (m),,30 m,,
,,,,,,,,,,,Remote sensing,Soil,Sentinel-2,Bare Soil Index (BSI),,10 m,,
,,,,,,,,,,,Remote sensing,Soil,"ISRIC, SoilGrids",Soil Bulk Density (BD) (cg/kg),,250 m,,
,,,,,,,,,,,Remote sensing,Soil,"ISRIC, SoilGrids",Clay Content (g/kg),,250 m,,
,,,,,,,,,,,Remote sensing,Soil,"ISRIC, SoilGrids",Coarse Fragments (cm³/dm³),,250 m,,
,,,,,,,,,,,Remote sensing,Soil,"ISRIC, SoilGrids",Sand (g/kg),,250 m,,
,,,,,,,,,,,Remote sensing,Soil,"ISRIC, SoilGrids",Silt (g/kg),,250 m,,
,,,,,,,,,,,Remote sensing,Soil,TerraClimate,Soil Moisture Content (SMC) (mm),,4000 m,,
,,,,,,,,,,,Remote sensing,Soil,African SoilGrids of ISRIC World Soil Information,Total Plant Available Water-Holding Capacity (TAWCP),,1000 m,,
,,,,,,,,,,,Remote sensing,Weather,MODIS MOD11A2,Land Surface Temperature (LST) (°C),,100 m,,
,,,,,,,,,,,Meteorological,Weather,South African Weather Services,Lightning,,500 m,,
,,,,,,,,,,,Meteorological,Weather,TerraClimate,Wind Speed (m/s),,4000 m,,
,,,,,,,,,,,Topograhic,Anthropogenic,Open Street Map; SANParks,Proximity from Road (prox_road) (m),,-,,
Morovati et al - 2024,ML,Random Forest (RF),RF,No,Iran,"Kermanshah Province, western Iran",MODIS active fire data,Area under the Receiver Operating Characteristic Curve (ROC/AUC),AUC,No,Topograhic,,OpenTopography,DEM,,,Seasonal wildfire risk map,
,,Classification Tree Analysis (CTA) ,CTA,,,,,,,,Topograhic,,DEM,CTI,,,Habitat suitability map for five focal species,
,,Multivariate Adaptive Regression Splines (MARS) ,MARS,,,,,,,,Socio economic,,Landcover,Distance from forest edge,,,Overlap analysis between wildfire risk  habitat suitability,
,,TreeNET ,TreeNET ,,,,,,,,Socio economic,,DOE,Distance from protected areas,,,,
,,Generalized Path Seeker (GPS),GPS,,,,,,,,Socio economic,,DOE,Distance from main roads,,,,
,,Logistic Regression,Log-Res,,,,,,,,Socio economic,,DOE,Distance from springs,,,,
,,,,,,,,,,,Socio economic,,DOE,Distance from residential areas,,,,
,,,,,,,,,,,Remote sensing,,Landcover,Landscape diversity (H),,,,
,,,,,,,,,,,Socio economic,,LandForm,Density of mountain tops,,,,
,,,,,,,,,,,Topograhic,,DEM,HLI,,,,
,,,,,,,,,,,Topograhic,,DOE,Distance from poultry and cattle farms,,,,
,,,,,,,,,,,Remote sensing,,MODIS,NDVI,,,,
,,,,,,,,,,,Remote sensing,,NDVI,NDVI roughness,,,,
,,,,,,,,,,,Topograhic,,DEM,Slope,,,,
,,,,,,,,,,,Topograhic,,DEM,WEI,,,,
,,,,,,,,,,,Topograhic,,DEM,Escape terrain,,,,
,,,,,,,,,,,Topograhic,,DEM,Landform,,,,
Nam et al - 2024 ,ML,Random Forest (RF),RF,No,South Korea,"Gangwon-do, South Korea","Data on 480 forest fires in Gangwon-do between 2003 and 2019, sourced from the Korea Forest Service.",Area under the Receiver Operating Characteristic Curve (ROC/AUC),AUC,No,Topograhic,,,Aspect,,30m,"Forest fire susceptibility map classified into five classes (very low, low, medium, high, and very high)",
,,Logistic Regression (LR),Log-Res,,,,,,,,Topograhic,,,Elevation ,,30m,,
,,Support Vector Machine (SVM),SVM,,,,,,,,Topograhic,,, Forest age  ,,30m,,
,,,,,,,,,,,Topograhic,,,Forest tree diameter  ,,30m,,
,,,,,,,,,,,Topograhic,,,Forest tree density  ,,30m,,
,,,,,,,,,,,Topograhic,,,Forest type  ,,30m,,
,,,,,,,,,,,Topograhic,,,Plan curvature  ,,30m,,
,,,,,,,,,,,Topograhic,,,Profile curvature ,,30m,,
,,,,,,,,,,,Topograhic,,,Slope angle  ,,30m,,
,,,,,,,,,,,Topograhic,,,Soil depth  ,,30m,,
,,,,,,,,,,,Topograhic,,,Soil drainage  ,,30m,,
,,,,,,,,,,,Topograhic,,,Soil texture  ,,30m,,
,,,,,,,,,,,Topograhic,,,Soil topography ,,30m,,
,,,,,,,,,,,Topograhic,,,Soil type  ,,30m,,
,,,,,,,,,,,Topograhic,,,opographic position index (TPI)  ,,30m,,
,,,,,,,,,,,Topograhic,,,Terrain ruggedness index (TRI)  ,,30m,,
,,,,,,,,,,,Remote sensing,,,Normalized difference vegetation index (NDVI)  ,,30m,,
,,,,,,,,,,,Socio economic,,,Distance to stream,,30m,,
Nicholas et al - 2024 ,ML,Super Learner (SL),SL,No,USA,"California, Estados Unidos","Datos de incendios forestales de Kincade (2019), CZU Lightning Complex (2020), Windy (2021) y KNP (2021)",Precisión de clasificación para la gravedad de la quemadura (dNBR),PREC,Si,Remote sensing,,ECOSTRESS,Evapotranspiration (ET),,70m,Predicción de la gravedad de la quemadura posterior al incendio (dNBR),https://www.google.com/search?q=https://github.com/Nicholas-Simafranca/Super_Learner_Wild_Fire.git
,,,,,,,,,,,Remote sensing,,ECOSTRESS,Evaporative Stress Index (ESI),,70m,,
,,,,,,,,,,,Remote sensing,,ECOSTRESS,Water Use Efficiency (WUE),,70m,,
,,,,,,,,,,,Remote sensing,,ECOSTRESS,Land Surface Temperature (LST),,70m,,
,,,,,,,,,,,Remote sensing,,Harmonized Landsat Sentinel,Normalized Difference Vegetation Index (NDVI),,30m,,
,,,,,,,,,,,Remote sensing,,MODIS,Leaf Area Index (LAI),,500m,,
,,,,,,,,,,,Topograhic,,SMAP,AM Soil Moisture (AM SM),,9km,,
,,,,,,,,,,,Topograhic,,SMAP,PM Soil Moisture (PM SM),,9km,,
,,,,,,,,,,,Meteorological,,PRISM,Daily Average Dew Point Temperature (TDMEAN),,4km,,
,,,,,,,,,,,Meteorological,,PRISM,Daily Average Air Temperature (TMEAN),,4km,,
,,,,,,,,,,,Meteorological,,PRISM,Vapor Pressure Deficit Maximum (VPDMAX),,4km,,
,,,,,,,,,,,Meteorological,,PRISM,Vapor Pressure Deficit Minimum (VPDMIN),,4km,,
,,,,,,,,,,,Topograhic,,Digital Elevation Model,Elevation,,30m,,
,,,,,,,,,,,Topograhic,,Digital Elevation Model,Aspect,,30m,,
,,,,,,,,,,,Topograhic,,Digital Elevation Model,Slope,,30m,,
Nugrahani et al - 2024 ,ML,Bayesian Linear Regressio,Bayesian Linear Regression,No,Indonesia,"Kalimantan, Indonesia","Agency for Meteorology, Climatology, and Geophysics (BMKG) Indonesia",Root Mean Squared Error (RMSE),RMSE,No,Meteorological,,CMORPH ,Total precipitation,,,Predicted number of hotspots in Kalimantan,
,,,,,,,,Explained Variance Score (EVS),EVS,,Meteorological,,CMORPH ,Precipitation anomaly,,,,
,,,,,,,,,,,Meteorological,,CMORPH ,Number of dry days,,,,
,,,,,,,,,,,Remote sensing,,"Agency for Meteorology, Climatology, and Geophysics (BMKG) Indonesia.",Number of hotspots,,,,
,,,,,,,,,,,Meteorological,,NOAA,ENSO index,,,,
,,,,,,,,,,,Meteorological,,NOAA,IOD index,,,,
Pang et al - 2024 ,DL,Fire-Image-DenseNet (FIDN),FIDN,DenseNet,USA,Western United States (with a focus on California),Daily fire perimeter database generated from MODIS and VIIRS active fire products.,Binary Cross-Entropy (BCE),BCE,Si,Remote sensing,,"MODIS (Giglio et al., 2016) / VIIRS",,,≈ 275 m,Predicted final burnt area of wildfires,https://github.com/DL-WG/FIDN
,,,,,,,,Mean Squared Error (MSE),MSE,,Remote sensing,,MODIS / VIIRS,𝑘 (burnt area in day 0),,≈ 275 m,,
,,,,,,,,Root Relative Squared Error (RRMSE),RRMSE,,Remote sensing,,MODIS / VIIRS,𝑘 (burnt area in day 1),,≈ 275 m,,
,,,,,,,,Structural Similarity Index Measure (SSIM),SSIM,,Remote sensing,,"ORNL DACC (Spawn and Gibbs, 2020)",𝑘 (burnt area in day 2),,300 m,,
,,,,,,,,Peak Signal-to-Noise Ratio (PSNR),PSNR,,Remote sensing,,ORNL DACC,Biomass above ground,,300 m,,
,,,,,,,,,,,Remote sensing,,"CSP (Theobald et al., 2015)",Biomass below ground,,270 m,,
,,,,,,,,,,,Topograhic,,"PROBA-V (Buchhorn et al., 2020)",Slope,,100 m,,
,,,,,,,,,,,Topograhic,,PROBA-V,Tree density,,100 m,,
,,,,,,,,,,,Topograhic,,PROBA-V,Grass density,,100 m,,
,,,,,,,,,,,Topograhic,,PROBA-V,Bare density,,100 m,,
,,,,,,,,,,,Topograhic,,PROBA-V,Snow density,,100 m,,
,,,,,,,,,,,Topograhic,,"ERA5 (Hersbach et al., 2018)",Water density,,27830 m,,
,,,,,,,,,,,Topograhic,,"ERA5 (Hersbach et al., 2018)",10 m u-component of wind (monthly average),,27830 m,,
,,,,,,,,,,,Topograhic,,"ERA5 (Hersbach et al., 2018)",10 m v-component of wind (monthly average),,27830 m,,
,,,,,,,,,,,Meteorological,,MODIS,Total precipitation (rainfall + snowfall) (monthly sums),,≈ 275 m,,
,,,,,,,,,,,Remote sensing,,,𝑛𝑘 (final burnt area),,,,
Patil et al - 2024 ,ML,Regresión logística (LR),Log-Res,No,Not specified ,Not specified ,"Dataset 1: ""Forest Fire Dataset"" de Kaggle",Accuracy,ACC,No,Meteorological,,,Temperatura (°F),,,Predicción de la ocurrencia de incendios forestales (binario: sí/no),
,,Bosque aleatorio (RF),RF,,,,"Dataset 2: ""Cortez and Morais"" de Kaggle",Precision,PREC,,Meteorological,,,Humedad,,,,
,,Árbol de decisión (DT),DT,,,,,Recall,REC,,Meteorological,,,Oxígeno,,,,
,,Clasificador de vectores de soporte (SVC),SVC,,,,,F1 Score,F1,,Meteorological,,,Viento,,,,
,,Clasificador de K vecinos más cercanos (KNN),KNN,,,,,,,,Meteorological,,,Lluvia,,,,
,,,,,,,,,,,Meteorological,,,"FFMC, DMC, DC, ISI",,,,
Peng et al - 2024,DL,Long Short-Term Memory (LSTM),LSTM,No,China,"Sichuan Province, southwestern China",Historical forest fire events compiled from historical books and existing literature,Determination Coefficient (R²),R²,No,Meteorological,,e China Surface Climate Daily Dataset ,Air pressure,,,Reconstructed historical forest fire risk maps at five-year intervals,
,,,,,,,,Mean Square Error (MSE),MSE,,Meteorological,,e China Surface Climate Daily Dataset ,Temperature,,,,
,,,,,,,,,,,Meteorological,,e China Surface Climate Daily Dataset ,Relative humidity,,,,
,,,,,,,,,,,Meteorological,,e China Surface Climate Daily Dataset ,Precipitation,,,,
,,,,,,,,,,,Meteorological,,e China Surface Climate Daily Dataset ,Evaporation,,,,
,,,,,,,,,,,Meteorological,,e China Surface Climate Daily Dataset ,Wind direction & speed,,,,
,,,,,,,,,,,Meteorological,,e China Surface Climate Daily Dataset ,Sunshine duration,,,,
,,,,,,,,,,,Meteorological,,e China Surface Climate Daily Dataset ,0 cm ground temperature,,,,
,,,,,,,,,,,Topograhic,,Global Digital Elevation Model,Digital elevation model,,30m,,
Pham et al - 2024,ML (DL),Deep Feature Selection with L1-L2 Regularization,DFS,No,Australia,Australia,Forest Fire Danger Index (FFDI) data from a previous study,Mean Squared Error (MSE),MSE,No,Meteorological,,,Daily Rainfall (RF),,,Predicted daily values of FFDI or FWI for a 10-day forecast horizon,
,,Forecasting Engine (Deep Neural Network with Iterative Forecasting),DNN,,,,Canadian Fire Weather Index (FWI) data from the Copernicus Climate Data Store,Mean Absolute Error (MAE),MAE,,Meteorological,,,Temperature (T),,,,
,,,,,,,,Modified Mean Absolute Percentage Error (mMAPE),mMAPE,,Meteorological,,,Relative Humidity (RH),,,,
,,,,,,,,,,,Meteorological,,,Wind Speed (WS),,,,
,,,,,,,,,,,Topograhic,,,Lagged values of FFDI or FWI,,,,
Radford et al - 20204 ,ML (DL),Artificial Neural Network (ANN),ANN,No,Australia,"South Australia (Adelaide Hills, Onkaparinga, Fleurieu Peninsula)",outputs (burn probability) were generated using the fire growth model Spark,"Replicative validity: Quantile-quantile plot, normal probability plot of residuals, spatial plot of residuals",Replicative validity,No,Topograhic,,,"Fuel types (grassland, eucalypt forest, urban, waterbodies, mallee, shrubland, pine forest)",,30m,Burn probability map for the study area,
,,,,,,,,"Predictive validity: Mean absolute error, mean absolute percentage error, root-mean-square error",Predictive validity:,,Topograhic,,,slope,,30m,,
,,,,,,,,"Structural validity: Overall connection weights, profile sensitivity analysis",Structural validity,,Topograhic,,,aspect,,30m,,
,,,,,,,,Out-of-sample performance: Error metrics between simulated and predicted burn probability maps,Out-of-sample performance,,Meteorological,,,"Weather conditions (, , , )",,,,
,,,,,,,,,,,Meteorological,,,temperature,,,,
,,,,,,,,,,,Meteorological,,,relative humidity,,,,
,,,,,,,,,,,Meteorological,,,wind speed,,,,
,,,,,,,,,,,Meteorological,,,wind direction,,,,
,,,,,,,,,,,Remote sensing,,,Burn probability,,,,
Ribeiro et al - 2024,DL,Conditional Variational Autoencoder (CVAE),CVAE,No,Portugal,"Torre do Pinhão, Portugal",BurnedAreaUAV Dataset,"Geometric Similarity: Jaccard Index (JI),",JI,Si,Remote sensing,,Burned area (represented as 2D polygons),Burned area representations extracted from video frames.,,,In-between burned area representations (interpolation).,https://www.google.com/search?q=https://github.com/TiagolRibeiro/spatiotemporal-vae-reconstruction/
,,,,,,,, Hausdorff Distance (HD),HD,,Remote sensing,,Temporal information (frame number),Temporal information (frame number).,,,Forecasted burned area at different time horizons (extrapolation).,
,,,,,,,,Temporal Consistency (TC),TC,,,,,,,,,
Roh et al - 2024,ML,CatBoost Classifier,CatBoost ,No,Korea,Republic of Korea,Forest fire inventory data from the Korea Forest Service (KFS),Accuracy,ACC,No,Socio economic,Label Data,Korea Forest Service (KFS),Forest Fire Inventory Data,,,Forest fire diagnostic model with a 100m resolution,
,,,,,,,,Area Under the Receiver Operating Characteristic Curve (AUC),AUC,,Remote sensing,Remote Sensing Data,MODIS,Vegetation Temperature Condition Index,,,,
,,,,,,,,Recall,REC,,Remote sensing,Remote Sensing Data,MODIS,Land Surface Temperature,,,,
,,,,,,,,Precision,PREC,,Remote sensing,Remote Sensing Data,MODIS,Normalized Difference Vegetation Index,,,,
,,,,,,,,F1 score,F1,,Remote sensing,Fire Activity Map,-,Fire Activity Map,,,,
,,,,,,,,Kappa Value,Kappa,,Socio economic,Road Data,National Geographic Information Institute (NGII),Road,,,,
,,,,,,,,Matthews Correlation Coefficient (MCC),MCC,,Socio economic,Building Data,NGII,Building,,,,
,,,,,,,,,,,Topographic,Cropland Data,NGII,Cropland,,,,
,,,,,,,,,,,Meteorological,Meteorological Data,Korea Meteorological Administration (KMA),Effective Humidity,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,KMA,Duff Moisture Contents,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,KMA,Fine Fuel Moisture Contents,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,KMA,Humidity,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,KMA,Precipitation,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,KMA,Wind Speed,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,Korea Meteorological Administration (KMA),Average Temperature,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,KMA,Maximum Temperature,,1 km,,
,,,,,,,,,,,Meteorological,Meteorological Data,KMA,Minimum Temperature,,1 km,,
,,,,,,,,,,,Topographic,Topographical and Environmental Data,National Geographic Information Institute (NGII),Digital Elevation Model,,,,
,,,,,,,,,,,Topographic,Topographical and Environmental Data,-,Slope,,,,
,,,,,,,,,,,Topographic,Topographical and Environmental Data,-,Aspect,,,,
,,,,,,,,,,,Topographic,Landcover Data,Korea Ministry of Environment (KME),Landcover,,,,
,,,,,,,,,,,Topographic,Coordinate Data,-,Longitude and Latitude,,,,
Sengottaiyan et al - 2024 ,DL,Learning-Based Forest Fire Prediction Scheme (LBFFPS),LBFFPS,No,Not specified,Not specified,https://www.kaggle.com/datasets/mohnishsaiprasad/forest-fre-images,End-to-end delay,End-to-end delay,No,Meteorological,,,Humidity,,,Forest fire prediction (presumably binary: yes/no),
,,,,,,,,Throughput,Throughput,,Meteorological,,,Wind speed,,,,
,,,,,,,,Energy consumption,Energy consumption,,Meteorological,,,Temperature,,,,
,,,,,,,,Network lifetime,Network lifetime,,Socio economic,,,Fire occurrence (historical),,,,
,,,,,,,,Accuracy,ACC,,,,,,,,,
Seo et al - 2024 ,DL,Swin Transformer with UperNet,Swin Transformer with UperNet,ImageNet-22K,South Korea,South Korea,"18 wildfire events (4 large in 2022, 14 small to medium in 2023-2024) captured using drones.",Mean Intersection over Union (mIoU),mIoU,No,Remote sensing,,Drone imagery (RGB),RGB drone imagery,,"Patch-based: 512x512 pixels, 2048x2048 pixels, 4096x4096 pixels (downsampled to 512x512)","Burn severity map classified into three levels (surface fire, crown scorch, crown fire)",
,,,,,,,,Class IoU,Class IoU,,Remote sensing,,Burn severity labels (manually assigned),"Burn severity (unburned, surface fire, crown scorch, crown fire)",,,,
,,,,,,,,Accuracy,ACC,,,,,,,,,
,,,,,,,,F1-score,F1,,,,,,,,,
,,,,,,,,Precision,PREC,,,,,,,,,
,,,,,,,,Recall,REC,,,,,,,,,
Seydi et al - 2024 ,ML,XGBoost,XGBoost,No,USA,Western United States,Paired differenced Normalized Burn Ratio (dNBR) and Soil Burn Severity (SBS) data from the United States interagency burn severity portal,Overall accuracy,OA,No,Remote sensing,,,Differenced Normalized Burn Ratio (dNBR),,30m,Estimated SBS from known VBS,
,,,,,,,,Cohen’s Kappa,Kappa,,Remote sensing,,,Soil Burn Severity (SBS),,30m,,
,,,,,,,, Matthews correlation coefficient,MCC,,Meteorological,,,wind speed,,4km,,
,,,,,,,,balanced accuracy,BACC,,Meteorological,,,precipitation,,4km,,
,,,,,,,,,,,Meteorological,,,vapor pressure deficit,,4km,,
,,,,,,,,,,,Remote sensing,,,Fire danger indices (energy release component),,,,
,,,,,,,,,,,Meteorological,,,"annual mean daily precipitation, ",,4km,,
,,,,,,,,,,,Meteorological,,,mean  daily temperature,,4km,,
,,,,,,,,,,,Meteorological,,,annual daily temperature ,,4km,,
,,,,,,,,,,,Meteorological,,,maximum daily temperature,,4km,,
,,,,,,,,,,,Topographic,,,elevation,,10m,,
,,,,,,,,,,,Topographic,,,aspect,,10m,,
,,,,,,,,,,,Topographic,,,slope,,10m,,
,,,,,,,,,,,Topographic,,,"Soil characteristics (soil organic carbon content, etc.)",,250m,,
,,,,,,,,,,,Topographic,,,Land cover,,,,
Shadrin et al - 2024,DL,MA-Net,MA-Net,ResNet18,Rusia,"Territorio de Krasnoyarsk, República de Sajá (Yakutia) y Región de Irkutsk en Rusia","947 incendios (incendios no controlados, incendios forestales, incendios naturales e incendios de turba",F1-score,F1,No,Topographic,,MODIS MCD12Q1 v06120,Land cover: annual,2021,500 m,Mapa de áreas quemadas (predicción de la propagación del incendio),
,,,,,,,, IoU,IoU,,Topographic,,Copernicus GLO-30,Digital elevation model,2011–2015,30 m,,
,,,,,,,,MAE,MAE,,Socio economic,,WorldPop,Population density,2020,30 arc-seconds,,
,,,,,,,,MAPE,MAPE,,Remote sensing,,MODIS MOD15A2H v06123,Fraction of photosynthetically active radiation,8 days before fire initiation,500 m,,
,,,,,,,,,,,Remote sensing,,MODIS MOD13A1 v06124,NDVI and Enhanced Vegetation Index,16 days before fire initiation,500 m,,
,,,,,,,,,,,Meteorological,,MODIS MOD16A2 v00625,Evapotranspiration and potential evapotranspiration,8 days before fire initiation,500 m,,
,,,,,,,,,,,Remote sensing,,MODIS MOD11A1 v06126,Land surface temperature,For every prediction day,1 km,,
,,,,,,,,,,,Meteorological,,ERA5-Land,Wind and temperature data,For every prediction day,9 km,,
,,,,,,,,,,,Meteorological,,ERA5-Land,Atmospheric data,For every prediction day,9 km,,
,,,,,,,,,,,Meteorological,,,Fraction of photosynthetically active radiation,,,,
,,,,,,,,,,,Remote sensing,,,Leaf area index,,,,
,,,,,,,,,,,Meteorological,,,Daytime land surface temperature,,,,
,,,,,,,,,,,Meteorological,,,Nighttime land surface temperature,,,,
,,,,,,,,,,,Remote sensing,,,Normalized difference vegetation index,,,,
,,,,,,,,,,,Remote sensing,,,Enhanced vegetation index,,,,
,,,,,,,,,,,Meteorological,,,Evapotranspiration,,,,
